Brewery Name,Type of Brewery,City,State,Country,Brewery ID,Beer Name,Style of Beer,abv
18th Street Brewery,micro,Gary,Indiana,United States,177,Devil's Cup,American Pale Ale (APA),0.066
18th Street Brewery,micro,Gary,Indiana,United States,177,Rise of the Phoenix,American IPA,0.071
18th Street Brewery,micro,Gary,Indiana,United States,177,Sinister,American Double / Imperial IPA,0.09
18th Street Brewery,micro,Gary,Indiana,United States,177,Sex and Candy,American IPA,0.075
18th Street Brewery,micro,Gary,Indiana,United States,177,Black Exodus,Oatmeal Stout,0.077
18th Street Brewery,micro,Gary,Indiana,United States,177,Lake Street Express,American Pale Ale (APA),0.045
18th Street Brewery,micro,Gary,Indiana,United States,177,Foreman,American Porter,0.065
18th Street Brewery,micro,Gary,Indiana,United States,177,Jade,American Pale Ale (APA),0.055
18th Street Brewery,micro,Gary,Indiana,United States,177,Cone Crusher,American Double / Imperial IPA,0.086
18th Street Brewery,micro,Gary,Indiana,United States,177,Sophomoric Saison,Saison / Farmhouse Ale,0.07200000000000001
18th Street Brewery,micro,Gary,Indiana,United States,177,Regional Ring Of Fire,Saison / Farmhouse Ale,0.073
18th Street Brewery,micro,Gary,Indiana,United States,177,Garce Selé,Saison / Farmhouse Ale,0.069
18th Street Brewery,micro,Gary,Indiana,United States,177,Troll Destroyer,Belgian IPA,0.085
18th Street Brewery,micro,Gary,Indiana,United States,177,Bitter Bitch,American Pale Ale (APA),0.061
18th Street Brewery,micro,Hammond,Indiana,United States,177,Devil's Cup,American Pale Ale (APA),0.066
18th Street Brewery,micro,Hammond,Indiana,United States,177,Rise of the Phoenix,American IPA,0.071
18th Street Brewery,micro,Hammond,Indiana,United States,177,Sinister,American Double / Imperial IPA,0.09
18th Street Brewery,micro,Hammond,Indiana,United States,177,Sex and Candy,American IPA,0.075
18th Street Brewery,micro,Hammond,Indiana,United States,177,Black Exodus,Oatmeal Stout,0.077
18th Street Brewery,micro,Hammond,Indiana,United States,177,Lake Street Express,American Pale Ale (APA),0.045
18th Street Brewery,micro,Hammond,Indiana,United States,177,Foreman,American Porter,0.065
18th Street Brewery,micro,Hammond,Indiana,United States,177,Jade,American Pale Ale (APA),0.055
18th Street Brewery,micro,Hammond,Indiana,United States,177,Cone Crusher,American Double / Imperial IPA,0.086
18th Street Brewery,micro,Hammond,Indiana,United States,177,Sophomoric Saison,Saison / Farmhouse Ale,0.07200000000000001
18th Street Brewery,micro,Hammond,Indiana,United States,177,Regional Ring Of Fire,Saison / Farmhouse Ale,0.073
18th Street Brewery,micro,Hammond,Indiana,United States,177,Garce Selé,Saison / Farmhouse Ale,0.069
18th Street Brewery,micro,Hammond,Indiana,United States,177,Troll Destroyer,Belgian IPA,0.085
18th Street Brewery,micro,Hammond,Indiana,United States,177,Bitter Bitch,American Pale Ale (APA),0.061
21st Amendment Brewery,regional,San Leandro,California,United States,368,He Said Baltic-Style Porter,Baltic Porter,0.08199999999999999
21st Amendment Brewery,regional,San Leandro,California,United States,368,He Said Belgian-Style Tripel,Tripel,0.08199999999999999
21st Amendment Brewery,regional,San Leandro,California,United States,368,Lower De Boom,American Barleywine,0.099
21st Amendment Brewery,regional,San Leandro,California,United States,368,Fireside Chat,Winter Warmer,0.079
21st Amendment Brewery,regional,San Leandro,California,United States,368,Marooned On Hog Island,American Stout,0.079
21st Amendment Brewery,regional,San Leandro,California,United States,368,Bitter American,American Pale Ale (APA),0.044
21st Amendment Brewery,regional,San Leandro,California,United States,368,Hell or High Watermelon Wheat (2009),Fruit / Vegetable Beer,0.049
21st Amendment Brewery,regional,San Leandro,California,United States,368,Hell or High Watermelon Wheat (2009),Fruit / Vegetable Beer,0.049
21st Amendment Brewery,regional,San Leandro,California,United States,368,21st Amendment Watermelon Wheat Beer (2006),Fruit / Vegetable Beer,0.049
21st Amendment Brewery,regional,San Leandro,California,United States,368,21st Amendment IPA (2006),American IPA,0.07
21st Amendment Brewery,regional,San Leandro,California,United States,368,Brew Free! or Die IPA (2008),American IPA,0.07
21st Amendment Brewery,regional,San Leandro,California,United States,368,Brew Free! or Die IPA (2009),American IPA,0.07
21st Amendment Brewery,regional,San Leandro,California,United States,368,Special Edition: Allies Win The War!,English Strong Ale,0.085
21st Amendment Brewery,regional,San Leandro,California,United States,368,Hop Crisis,American Double / Imperial IPA,0.097
21st Amendment Brewery,regional,San Leandro,California,United States,368,Bitter American (2011),American Pale Ale (APA),0.044
21st Amendment Brewery,regional,San Leandro,California,United States,368,Fireside Chat (2010),Winter Warmer,0.079
21st Amendment Brewery,regional,San Leandro,California,United States,368,Back in Black,American Black Ale,0.068
21st Amendment Brewery,regional,San Leandro,California,United States,368,Monk's Blood,Belgian Dark Ale,0.083
21st Amendment Brewery,regional,San Leandro,California,United States,368,Brew Free! or Die IPA,American IPA,0.07
21st Amendment Brewery,regional,San Leandro,California,United States,368,Hell or High Watermelon Wheat,Fruit / Vegetable Beer,0.049
3 Daughters Brewing,micro,Saint Petersburg,Florida,United States,67,Bimini Twist,American IPA,0.07
3 Daughters Brewing,micro,Saint Petersburg,Florida,United States,67,Beach Blonde,American Blonde Ale,0.05
3 Daughters Brewing,micro,Saint Petersburg,Florida,United States,67,Rod Bender Red,American Amber / Red Ale,0.059
Against the Grain Brewery,micro,Louisville,Kentucky,United States,1,Citra Ass Down,American Double / Imperial IPA,0.08
Against the Grain Brewery,micro,Louisville,Kentucky,United States,1,London Balling,English Barleywine,0.125
Against the Grain Brewery,micro,Louisville,Kentucky,United States,1,35 K,Milk / Sweet Stout,0.077
Against the Grain Brewery,micro,Louisville,Kentucky,United States,1,A Beer,American Pale Ale (APA),0.042
Against the Grain Brewery,micro,Louisville,Kentucky,United States,1,Rules are Rules,German Pilsener,0.05
Against the Grain Brewery,micro,Louisville,Kentucky,United States,1,Flesh Gourd'n,Pumpkin Ale,0.066
Against the Grain Brewery,micro,Louisville,Kentucky,United States,1,Sho'nuff,Belgian Pale Ale,0.04
Against the Grain Brewery,micro,Louisville,Kentucky,United States,1,Bloody Show,American Pilsner,0.055
Against the Grain Brewery,micro,Louisville,Kentucky,United States,1,Rico Sauvin,American Double / Imperial IPA,0.076
Against the Grain Brewery,micro,Louisville,Kentucky,United States,1,Coq de la Marche,Saison / Farmhouse Ale,0.051
Against the Grain Brewery,micro,Louisville,Kentucky,United States,1,Kamen Knuddeln,American Wild Ale,0.065
Against the Grain Brewery,micro,Louisville,Kentucky,United States,1,Pile of Face,American IPA,0.06
Against the Grain Brewery,micro,Louisville,Kentucky,United States,1,The Brown Note,English Brown Ale,0.05
Ale Asylum,regional,Madison,Wisconsin,United States,73,Hopalicious,American Pale Ale (APA),0.057
Armadillo Ale Works,micro,Denton,Texas,United States,426,Quakertown Stout,American Double / Imperial Stout,0.092
Armadillo Ale Works,micro,Denton,Texas,United States,426,Greenbelt Farmhouse Ale,Saison / Farmhouse Ale,0.051
Aslan Brewing Company,micro,Bellingham,Washington,United States,353,Aslan Kölsch,Kölsch,0.048
Aslan Brewing Company,micro,Bellingham,Washington,United States,353,Aslan IPA,American IPA,0.077
Aslan Brewing Company,micro,Bellingham,Washington,United States,353,Aslan Amber,American Amber / Red Ale,0.077
Aspen Brewing Company,micro,Aspen,Colorado,United States,523,This Season's Blonde,American Blonde Ale,0.056
Aspen Brewing Company,micro,Aspen,Colorado,United States,523,Independence Pass Ale,American IPA,0.07
Astoria Brewing Company,micro,Astoria,Oregon,United States,374,Trolley Stop Stout,American Stout,0.057
Astoria Brewing Company,micro,Astoria,Oregon,United States,374,Bitter Bitch Imperial IPA,American Double / Imperial IPA,0.08199999999999999
Astoria Brewing Company,micro,Astoria,Oregon,United States,374,Poop Deck Porter,American Porter,0.062
Astoria Brewing Company,micro,Astoria,Oregon,United States,374,Old Red Beard Amber Ale,American Amber / Red Ale,0.06
Austin Beerworks,regional,Austin,Texas,United States,413,Heavy Machinery IPA Series #1: Heavy Fist,American Black Ale,0.07
Austin Beerworks,regional,Austin,Texas,United States,413,Fire Eagle IPA,American IPA,0.062
Austin Beerworks,regional,Austin,Texas,United States,413,Peacemaker,American Pale Ale (APA),0.051
Austin Beerworks,regional,Austin,Texas,United States,413,Pearl-Snap,German Pilsener,0.053
Austin Beerworks,regional,Austin,Texas,United States,413,Black Thunder,Schwarzbier,0.052000000000000005
Aviator Brewing Company,regional,Fuquay Varina,North Carolina,United States,360,Pumpkin Beast,Pumpkin Ale,0.062
Aviator Brewing Company,regional,Fuquay Varina,North Carolina,United States,360,OktoberBeast,Märzen / Oktoberfest,0.07200000000000001
Aviator Brewing Company,regional,Fuquay Varina,North Carolina,United States,360,Mad Beach,American Pale Wheat Ale,0.048
Aviator Brewing Company,regional,Fuquay Varina,North Carolina,United States,360,Hog Wild India Pale Ale,American IPA,0.067
Aviator Brewing Company,regional,Fuquay Varina,North Carolina,United States,360,Devils Tramping Ground Tripel,Tripel,0.092
Aviator Brewing Company,regional,Fuquay Varina,North Carolina,United States,360,Hot Rod Red,American Amber / Red Ale,0.061
Bale Breaker Brewing Company,regional,Yakima,Washington,United States,483,Topcutter India Pale Ale,American IPA,0.068
Bale Breaker Brewing Company,regional,Yakima,Washington,United States,483,Field 41 Pale Ale,American Pale Ale (APA),0.044
Ballast Point Brewing Company,large,Daleville,Virginia,United States,34,Grapefruit Sculpin,American IPA,0.07
Ballast Point Brewing Company,large,Daleville,Virginia,United States,34,Even Keel,American IPA,0.038
Ballast Point Brewing Company,large,Daleville,Virginia,United States,34,Ballast Point Pale Ale,Kölsch,0.052000000000000005
Ballast Point Brewing Company,large,Daleville,Virginia,United States,34,Big Eye India Pale Ale,American IPA,0.07
Ballast Point Brewing Company,large,Daleville,Virginia,United States,34,Longfin Lager,Munich Helles Lager,0.046
Ballast Point Brewing Company,large,Daleville,Virginia,United States,34,Sculpin IPA,American IPA,0.07
Ballast Point Brewing Company,large,Long Beach,California,United States,34,Grapefruit Sculpin,American IPA,0.07
Ballast Point Brewing Company,large,Long Beach,California,United States,34,Even Keel,American IPA,0.038
Ballast Point Brewing Company,large,Long Beach,California,United States,34,Ballast Point Pale Ale,Kölsch,0.052000000000000005
Ballast Point Brewing Company,large,Long Beach,California,United States,34,Big Eye India Pale Ale,American IPA,0.07
Ballast Point Brewing Company,large,Long Beach,California,United States,34,Longfin Lager,Munich Helles Lager,0.046
Ballast Point Brewing Company,large,Long Beach,California,United States,34,Sculpin IPA,American IPA,0.07
Ballast Point Brewing Company,large,San Diego,California,United States,34,Grapefruit Sculpin,American IPA,0.07
Ballast Point Brewing Company,large,San Diego,California,United States,34,Even Keel,American IPA,0.038
Ballast Point Brewing Company,large,San Diego,California,United States,34,Ballast Point Pale Ale,Kölsch,0.052000000000000005
Ballast Point Brewing Company,large,San Diego,California,United States,34,Big Eye India Pale Ale,American IPA,0.07
Ballast Point Brewing Company,large,San Diego,California,United States,34,Longfin Lager,Munich Helles Lager,0.046
Ballast Point Brewing Company,large,San Diego,California,United States,34,Sculpin IPA,American IPA,0.07
Ballast Point Brewing Company,large,San Diego,California,United States,34,Grapefruit Sculpin,American IPA,0.07
Ballast Point Brewing Company,large,San Diego,California,United States,34,Even Keel,American IPA,0.038
Ballast Point Brewing Company,large,San Diego,California,United States,34,Ballast Point Pale Ale,Kölsch,0.052000000000000005
Ballast Point Brewing Company,large,San Diego,California,United States,34,Big Eye India Pale Ale,American IPA,0.07
Ballast Point Brewing Company,large,San Diego,California,United States,34,Longfin Lager,Munich Helles Lager,0.046
Ballast Point Brewing Company,large,San Diego,California,United States,34,Sculpin IPA,American IPA,0.07
Bare Hands Brewery,micro,Granger,Indiana,United States,20,Thai.p.a,American IPA,0.07
Bauhaus Brew Labs,micro,Minneapolis,Minnesota,United States,258,Wagon Party,California Common / Steam Beer,0.054000000000000006
Bauhaus Brew Labs,micro,Minneapolis,Minnesota,United States,258,Sky-Five,American IPA,0.067
Bauhaus Brew Labs,micro,Minneapolis,Minnesota,United States,258,Stargrazer,Schwarzbier,0.05
Bauhaus Brew Labs,micro,Minneapolis,Minnesota,United States,258,Wonderstuff,German Pilsener,0.054000000000000006
Bent Brewstillery,micro,Roseville,Minnesota,United States,53,Moar,English India Pale Ale (IPA),0.044
Bent Brewstillery,micro,Roseville,Minnesota,United States,53,Uber Lupin Schwarz IPA,American Double / Imperial IPA,0.083
Bent Brewstillery,micro,Roseville,Minnesota,United States,53,Nordic Blonde,American Blonde Ale,0.057
Big Elm Brewing,micro,Sheffield,Massachusetts,United States,477,Big Elm IPA,American IPA,0.07
Big Elm Brewing,micro,Sheffield,Massachusetts,United States,477,Gerry Dog Stout,American Stout,0.065
Big Elm Brewing,micro,Sheffield,Massachusetts,United States,477,413 Farmhouse Ale,Saison / Farmhouse Ale,0.06
Big Lake Brewing,micro,Holland,Michigan,United States,8,Dark Star,American Stout,0.08
Big Lake Brewing,micro,Holland,Michigan,United States,8,Ryecoe,American IPA,0.062
Big Wood Brewery,micro,White Bear Lake,Minnesota,United States,444,Jack Pine Savage,American Pale Ale (APA),0.053
Big Wood Brewery,micro,White Bear Lake,Minnesota,United States,444,Forest Fire Imperial Smoked Rye,Rye Beer,0.099
Big Wood Brewery,micro,White Bear Lake,Minnesota,United States,444,Bad Axe Imperial IPA,American Double / Imperial IPA,0.098
Big Wood Brewery,micro,White Bear Lake,Minnesota,United States,444,Morning Wood,Oatmeal Stout,0.055
Big Wood Brewery,micro,White Bear Lake,Minnesota,United States,444,Bark Bite IPA,American IPA,0.066
Blackrocks Brewery,micro,Marquette,Michigan,United States,12,Nordskye ,American IPA,0.048
Blackrocks Brewery,micro,Marquette,Michigan,United States,12,North Third Stout,Foreign / Export Stout,0.06
Blackrocks Brewery,micro,Marquette,Michigan,United States,12,Honey Lav,American Pale Wheat Ale,0.052000000000000005
Blackrocks Brewery,micro,Marquette,Michigan,United States,12,Coconut Brown Ale,American Brown Ale,0.068
Blackrocks Brewery,micro,Marquette,Michigan,United States,12,51K IPA,American IPA,0.07
Blackrocks Brewery,micro,Marquette,Michigan,United States,12,Grand Rabbits,Cream Ale,0.055
Blackrocks Brewery,micro,Marquette,Michigan,United States,95,Flying Sailor,Rye Beer,0.073
Blue Blood Brewing Company,brewpub,Lincoln,Nebraska,United States,380,1800 Big Log Wheat (2012),American Pale Wheat Ale,0.05
Blue Blood Brewing Company,brewpub,Lincoln,Nebraska,United States,380,Double Play Pilsner,American Pilsner,
Blue Blood Brewing Company,brewpub,Lincoln,Nebraska,United States,380,Brewerhood Brown Ale,American Brown Ale,0.055
Blue Blood Brewing Company,brewpub,Lincoln,Nebraska,United States,380,Last Call Imperial Amber Ale,American Amber / Red Ale,0.08
Blue Blood Brewing Company,brewpub,Lincoln,Nebraska,United States,380,Pernicious Double IPA,American Double / Imperial IPA,0.096
Blue Blood Brewing Company,brewpub,Lincoln,Nebraska,United States,380,6-4-3 Double Play Pilsner,German Pilsener,0.052000000000000005
Blue Blood Brewing Company,brewpub,Lincoln,Nebraska,United States,380,N Street Drive-In 50th Anniversary IPA,American Double / Imperial IPA,
Blue Blood Brewing Company,brewpub,Lincoln,Nebraska,United States,380,467 Ethan's Stout,American Stout,0.05
Blue Blood Brewing Company,brewpub,Lincoln,Nebraska,United States,380,1335 Wicked Snout,Saison / Farmhouse Ale,0.064
Blue Blood Brewing Company,brewpub,Lincoln,Nebraska,United States,380,543 Skull Creek Fresh Hopped Pale Ale,American Pale Ale (APA),0.045
Blue Blood Brewing Company,brewpub,Lincoln,Nebraska,United States,380,1327 Pod's ESB,Extra Special / Strong Bitter (ESB),0.056
Blue Blood Brewing Company,brewpub,Lincoln,Nebraska,United States,380,1327 Pod's ESB,Extra Special / Strong Bitter (ESB),0.056
Blue Blood Brewing Company,brewpub,Lincoln,Nebraska,United States,380,1327 Pod's ESB,Extra Special / Strong Bitter (ESB),0.056
Blue Blood Brewing Company,brewpub,Lincoln,Nebraska,United States,380,834 Happy As Ale,American Pale Ale (APA),0.046
Blue Mountain Brewery,micro,Afton,Virginia,United States,382,Full Nelson Pale Ale,American Pale Ale (APA),0.059
Blue Mountain Brewery,micro,Afton,Virginia,United States,382,Steel Wheels ESB,Extra Special / Strong Bitter (ESB),0.065
Blue Mountain Brewery,micro,Afton,Virginia,United States,382,Blue Mountain Classic Lager,Euro Pale Lager,0.053
Blue Mountain Brewery,micro,Afton,Virginia,United States,382,Full Nelson Pale Ale (2010),American Pale Ale (APA),0.059
Blue Mountain Brewery,micro,Afton,Virginia,United States,414,Kölsch 151,Kölsch,0.049
Blue Owl Brewing,micro,Austin,Texas,United States,77,Professor Black,American Stout,
Blue Owl Brewing,micro,Austin,Texas,United States,77,Little Boss,American Pale Wheat Ale,
Blue Owl Brewing,micro,Austin,Texas,United States,77,Van Dayum!,American Amber / Red Ale,
Blue Owl Brewing,micro,Austin,Texas,United States,77,Spirit Animal,American Pale Ale (APA),
Bold City Brewery,micro,Jacksonville,Florida,United States,378,Mad Manatee IPA,American IPA,0.065
Bold City Brewery,micro,Jacksonville,Florida,United States,378,Killer Whale Cream Ale,Cream Ale,0.055
Bold City Brewery,micro,Jacksonville,Florida,United States,378,Duke's Cold Nose Brown Ale,American Brown Ale,0.06
Bold City Brewery,micro,Jacksonville,Florida,United States,378,Mad Manatee IPA,American IPA,0.065
Bold City Brewery,micro,Jacksonville,Florida,United States,378,Killer Whale Cream Ale,Cream Ale,0.055
Bold City Brewery,micro,Jacksonville,Florida,United States,378,Duke's Cold Nose Brown Ale,American Brown Ale,0.06
Bolero Snort Brewery,contract,Ridgefield Park,New Jersey,United States,281,Longhop IPA,American IPA,0.042
Bolero Snort Brewery,contract,Ridgefield Park,New Jersey,United States,281,Lucky Buck,Irish Dry Stout,0.04
Breakside Brewery,brewpub,Portland,Oregon,United States,195,Post Time Kölsch,Kölsch,0.05
Breckenridge Brewery,large,Littleton,Colorado,United States,391,Agave Wheat,American Pale Wheat Ale,0.042
Breckenridge Brewery,large,Littleton,Colorado,United States,391,SummerBright Ale,American Pale Wheat Ale,0.045
Breckenridge Brewery,large,Littleton,Colorado,United States,391,Lucky U IPA,American IPA,0.062
Breckenridge Brewery,large,Littleton,Colorado,United States,391,Avalanche Ale,American Amber / Red Ale,0.054000000000000006
Brew Bus Brewing,brewpub,Tampa,Florida,United States,308,"You're My Boy, Blue",Fruit / Vegetable Beer,0.05
Brew Bus Brewing,brewpub,Tampa,Florida,United States,308,Last Stop IPA,American IPA,0.07200000000000001
Brew Bus Brewing,brewpub,Tampa,Florida,United States,308,Rollin Dirty Red Ale,Irish Red Ale,0.05
Brew Bus Brewing,brewpub,Tampa,Florida,United States,308,Are Wheat There Yet?,American Pale Wheat Ale,0.055
Brew Link Brewing,proprietor,Plainfield,Indiana,United States,19,Insert Hop Reference,American Pale Ale (APA),0.058
Brewery Terra Firma,micro,Traverse City,Michigan,United States,85,Manitou Amber,American Amber / Red Ale,0.053
Brewery Vivant,brewpub,Grand Rapids,Michigan,United States,10,Belfort,Saison / Farmhouse Ale,0.067
Brewery Vivant,brewpub,Grand Rapids,Michigan,United States,10,Star Runner,Belgian Pale Ale,0.06
Brewery Vivant,brewpub,Grand Rapids,Michigan,United States,10,Tart Side of the Barrel,American Double / Imperial Stout,0.098
Brewery Vivant,brewpub,Grand Rapids,Michigan,United States,10,Linnaeus Mango IPA,American IPA,0.06
Brewery Vivant,brewpub,Grand Rapids,Michigan,United States,10,Beasts A'Burnin',Rauchbier,0.07
Brewery Vivant,brewpub,Grand Rapids,Michigan,United States,10,Verdun,Bière de Garde,0.077
Brewery Vivant,brewpub,Grand Rapids,Michigan,United States,10,Barrel Aged Triomphe,Belgian IPA,0.065
Brewery Vivant,brewpub,Grand Rapids,Michigan,United States,10,Cherry Doppelbock,Doppelbock,0.065
Brewery Vivant,brewpub,Grand Rapids,Michigan,United States,10,Tropical Saison,Saison / Farmhouse Ale,0.065
Brewery Vivant,brewpub,Grand Rapids,Michigan,United States,10,Beach Patrol,Witbier,0.065
Brewery Vivant,brewpub,Grand Rapids,Michigan,United States,10,Nuit Serpent,Belgian IPA,0.05
Brewery Vivant,brewpub,Grand Rapids,Michigan,United States,10,Paris,Saison / Farmhouse Ale,0.09
Brewery Vivant,brewpub,Grand Rapids,Michigan,United States,10,The Grand Army,Belgian IPA,0.055
Brewery Vivant,brewpub,Grand Rapids,Michigan,United States,10,Acidulated Trip,Saison / Farmhouse Ale,0.059
Brewery Vivant,brewpub,Grand Rapids,Michigan,United States,10,Root Stock,Rye Beer,0.066
Brewery Vivant,brewpub,Grand Rapids,Michigan,United States,10,Mind Games,Dunkelweizen,0.041
Brewery Vivant,brewpub,Grand Rapids,Michigan,United States,10,Sous Chef,Belgian Strong Pale Ale,0.08199999999999999
Brewery Vivant,brewpub,Grand Rapids,Michigan,United States,10,Dubbelicious,Dubbel,0.065
Brewery Vivant,brewpub,Grand Rapids,Michigan,United States,10,Psychopomp,Belgian Dark Ale,0.062
Brewery Vivant,brewpub,Grand Rapids,Michigan,United States,10,Fat Paczki,Belgian Dark Ale,
Brewery Vivant,brewpub,Grand Rapids,Michigan,United States,10,Earth-Like Planets,Belgian Pale Ale,
