Brewery Name,Type of Brewery,City,State,Country,Brewery ID,Beer Name,Style of Beer,abv
Oskar Blues Brewery,micro,Austin,Texas,United States,166,G'KNIGHT (12 oz.),American Double / Imperial IPA,0.087
Oskar Blues Brewery,micro,Austin,Texas,United States,166,Ten Fidy Imperial Stout,Russian Imperial Stout,0.099
Oskar Blues Brewery,micro,Austin,Texas,United States,166,Mama's Little Yella Pils,Czech Pilsener,0.053
Oskar Blues Brewery,micro,Austin,Texas,United States,166,GUBNA Imperial IPA,American Double / Imperial IPA,0.099
Oskar Blues Brewery,micro,Austin,Texas,United States,166,Old Chub,Scottish Ale,0.08
Oskar Blues Brewery,micro,Austin,Texas,United States,166,Gordon Ale (2009),American Double / Imperial IPA,0.087
Oskar Blues Brewery,micro,Austin,Texas,United States,166,Dale's Pale Ale,American Pale Ale (APA),0.065
Oskar Blues Brewery,micro,Austin,Texas,United States,503,Gordon (2005),American Double / Imperial IPA,0.092
Oskar Blues Brewery,micro,Austin,Texas,United States,503,Ten Fidy Imperial Stout (2008),Russian Imperial Stout,0.095
Oskar Blues Brewery,micro,Austin,Texas,United States,503,Ten Fidy Imperial Stout (2007),Russian Imperial Stout,0.099
Oskar Blues Brewery,micro,Austin,Texas,United States,503,Old Chub (2008),Scottish Ale,0.08
Oskar Blues Brewery,micro,Austin,Texas,United States,503,Old Chub (2004),Scottish Ale,0.08
Oskar Blues Brewery,micro,Austin,Texas,United States,503,Old Chub (2003),Scottish Ale,0.08
Oskar Blues Brewery,micro,Austin,Texas,United States,503,Dale's Pale Ale (2008),American Pale Ale (APA),0.065
Oskar Blues Brewery,micro,Austin,Texas,United States,503,Dale's Pale Ale (2006),American Pale Ale (APA),0.065
Oskar Blues Brewery,micro,Austin,Texas,United States,503,Dale's Pale Ale (2004),American Pale Ale (APA),0.065
Oskar Blues Brewery,micro,Austin,Texas,United States,503,Dale's Pale Ale (2003),American Pale Ale (APA),0.065
Oskar Blues Brewery,micro,Austin,Texas,United States,503,Dale's Pale Ale (2002),American Pale Ale (APA),0.065
Oskar Blues Brewery,micro,Austin,Texas,United States,503,Leroy (2005),American Brown Ale,0.052000000000000005
Oskar Blues Brewery,micro,Austin,Texas,United States,503,Gordon Beer (2006),American Double / Imperial IPA,0.087
Ozark Beer Company,micro,Rogers,Arkansas,United States,259,Ozark American Pale Ale,American Pale Ale (APA),0.04
Palisade Brewing Company,brewpub,Palisade,Colorado,United States,341,Hula Hoppie Session IPA,American IPA,0.048
Palisade Brewing Company,brewpub,Palisade,Colorado,United States,341,Dirty Hippie Dark Wheat,American Dark Wheat Ale,0.053
Peace Tree Brewing Company,micro,Knoxville,Iowa,United States,468,Side Kick Kölsch,Kölsch,0.05
Perrin Brewing Company,regional,Comstock Park,Michigan,United States,13,Hotbox Brown,American Brown Ale,0.055
Perrin Brewing Company,regional,Comstock Park,Michigan,United States,13,Gold,American Blonde Ale,0.048
Perrin Brewing Company,regional,Comstock Park,Michigan,United States,13,Black,American Black Ale,0.058
Perrin Brewing Company,regional,Comstock Park,Michigan,United States,13,98 Problems (Cuz A Hop Ain't One),American IPA,0.065
Perrin Brewing Company,regional,Comstock Park,Michigan,United States,13,Veteran’s Pale Ale (VPA),American Pale Ale (APA),0.05
Perrin Brewing Company,regional,Comstock Park,Michigan,United States,13,Grapefruit IPA,American IPA,0.05
Petoskey Brewing,micro,Petoskey,Michigan,United States,11,Sparkle,American Pale Lager,0.041
Petoskey Brewing,micro,Petoskey,Michigan,United States,11,North 45 Amber Ale,American Amber / Red Ale,0.059
Petoskey Brewing,micro,Petoskey,Michigan,United States,11,Horny Monk,Dubbel,0.069
Petoskey Brewing,micro,Petoskey,Michigan,United States,11,Mind's Eye PA,American IPA,0.067
Pine Street Brewery,micro,San Francisco,California,United States,310,Black Bay Milk Stout,Milk / Sweet Stout,0.05
Pine Street Brewery,micro,San Francisco,California,United States,310,Atom Splitter Pale Ale,American Pale Ale (APA),0.05
Piney River Brewing Company,micro,Bucyrus,Missouri,United States,314,Hot Date Ale,Chile Beer,0.06
Piney River Brewing Company,micro,Bucyrus,Missouri,United States,314,Masked Bandit IPA,American Black Ale,0.07
Piney River Brewing Company,micro,Bucyrus,Missouri,United States,314,Sweet Potato Ale,Fruit / Vegetable Beer,0.06
Piney River Brewing Company,micro,Bucyrus,Missouri,United States,314,Float Trip Ale,American Blonde Ale,0.045
Piney River Brewing Company,micro,Bucyrus,Missouri,United States,314,Old Tom Porter,American Porter,0.055
Piney River Brewing Company,micro,Bucyrus,Missouri,United States,314,Black Walnut Wheat,American Dark Wheat Ale,0.045
Piney River Brewing Company,micro,Bucyrus,Missouri,United States,314,McKinney Eddy Amber Ale,American Amber / Red Ale,0.055
Piney River Brewing Company,micro,Bucyrus,Missouri,United States,314,Missouri Mule India Pale Ale,American IPA,0.07
Pollyanna Brewing Company,micro,Lemont,Illinois,United States,55,Mazzie,American Pale Ale (APA),0.054000000000000006
Quest Brewing Company,micro,Greenville,South Carolina,United States,246,Golden Fleece,Belgian Pale Ale,0.045
Quest Brewing Company,micro,Greenville,South Carolina,United States,246,Smoking Mirror,American Porter,0.055
Red Hare Brewing Company,micro,Marietta,Georgia,United States,475,Watership Brown Ale,American Brown Ale,0.07200000000000001
Red Hare Brewing Company,micro,Marietta,Georgia,United States,475,Gangway IPA,American IPA,0.062
Red Hare Brewing Company,micro,Marietta,Georgia,United States,475,Long Day Lager,Czech Pilsener,0.049
Redhook Brewery,regional,Seattle,Washington,United States,487,Long Hammer IPA,American IPA,0.065
Redhook Brewery,regional,Seattle,Washington,United States,487,Long Hammer IPA,American IPA,0.065
Redhook Brewery,regional,Seattle,Washington,United States,487,Copper Hook (2011),American Amber / Red Ale,0.058
Renegade Brewing Company,micro,Denver,Colorado,United States,110,Consilium,American Pale Ale (APA),0.05
Renegade Brewing Company,micro,Denver,Colorado,United States,110,Hammer & Sickle,Russian Imperial Stout,0.09
Renegade Brewing Company,micro,Denver,Colorado,United States,110,Redacted Rye IPA,American IPA,0.07
Renegade Brewing Company,micro,Denver,Colorado,United States,110,Elevation Triple India Pale Ale,American Double / Imperial IPA,0.099
Renegade Brewing Company,micro,Denver,Colorado,United States,110,5:00 O'Clock Afternoon Ale,American Blonde Ale,0.05
Renegade Brewing Company,micro,Denver,Colorado,United States,110,Ryeteous Rye IPA (2012),American IPA,0.07
Revolution Brewing,regional,Chicago,Illinois,United States,386,Stout Ol' Friend,American Stout,0.064
Revolution Brewing,regional,Chicago,Illinois,United States,386,Stout Ol' Friend (2012),American Stout,0.064
Revolution Brewing,regional,Chicago,Illinois,United States,386,Rye Porter,American Porter,
Revolution Brewing,regional,Chicago,Illinois,United States,386,Miner's Gold,American Blonde Ale,0.05
Revolution Brewing,regional,Chicago,Illinois,United States,386,Vienna Lager,Vienna Lager,0.046
Revolution Brewing,regional,Chicago,Illinois,United States,386,Jessie's Garage,American Pale Ale (APA),0.056
Revolution Brewing,regional,Chicago,Illinois,United States,386,Colorado Red Ale,American Amber / Red Ale,0.062
Revolution Brewing,regional,Chicago,Illinois,United States,386,Miner's Gold,American Blonde Ale,
Rhinegeist Brewery,regional,Cincinnati,Ohio,United States,93,Hustle,American Amber / Red Ale,0.057
Rhinegeist Brewery,regional,Cincinnati,Ohio,United States,93,Pure Fury,American Pale Ale (APA),0.055
Rhinegeist Brewery,regional,Cincinnati,Ohio,United States,93,Dad,American Amber / Red Ale,0.06
Rhinegeist Brewery,regional,Cincinnati,Ohio,United States,93,Panther,American Porter,0.058
Rhinegeist Brewery,regional,Cincinnati,Ohio,United States,93,Franz,Märzen / Oktoberfest,0.052000000000000005
Rhinegeist Brewery,regional,Cincinnati,Ohio,United States,93,Zen,American Pale Ale (APA),0.043
Rhinegeist Brewery,regional,Cincinnati,Ohio,United States,93,Truth,American IPA,0.07200000000000001
Rhinegeist Brewery,regional,Cincinnati,Ohio,United States,93,Cougar,American Blonde Ale,0.048
Right Brain Brewery,micro,Traverse City,Michigan,United States,162,Smooth Operator,Cream Ale,0.038
River North Brewery,micro,Denver,Colorado,United States,459,River North White Ale,Witbier,0.05
River North Brewery,micro,Denver,Colorado,United States,459,River North Ale,American Amber / Red Ale,0.05
Santa Cruz Mountain Brewing,brewpub,Santa Cruz,California,United States,252,Giant DIPA,American Double / Imperial IPA,0.08900000000000001
Santa Cruz Mountain Brewing,brewpub,Santa Cruz,California,United States,252,Dread Brown Ale,American Brown Ale,0.054000000000000006
Santa Cruz Mountain Brewing,brewpub,Santa Cruz,California,United States,252,Casinos IPA,English India Pale Ale (IPA),0.07
Seabright Brewery,brewpub,Santa Cruz,California,United States,432,Blur India Pale Ale,American IPA,0.07400000000000001
Seven Brides Brewery,micro,Silverton,Oregon,United States,494,Frankenlou's IPA,American IPA,0.07
Seven Brides Brewery,micro,Silverton,Oregon,United States,494,Becky's Black Cat Porter,American Porter,0.07
Shebeen Brewing Company,micro,Wolcott,Connecticut,United States,130,Black Hop IPA,American Black Ale,0.068
South Austin Brewery,micro,Austin,Texas,United States,257,LuckenBock,Bock,0.07
South Austin Brewery,micro,Austin,Texas,United States,257,Texas Pale Ale (TPA),American IPA,0.055
South Austin Brewery,micro,Austin,Texas,United States,257,6 String Saison,Saison / Farmhouse Ale,0.08
South Austin Brewery,micro,Austin,Texas,United States,257,Kol' Beer,Kölsch,0.05
Southampton Publick House,brewpub,Southampton,New York,United States,249,Montauk Light,Light Lager,0.035
Stevens Point Brewery,regional,Stevens Point,Wisconsin,United States,131,Point Special (Current),American Adjunct Lager,0.047
Stevens Point Brewery,regional,Stevens Point,Wisconsin,United States,131,Point Special,American Adjunct Lager,0.047
Stevens Point Brewery,regional,Stevens Point,Wisconsin,United States,131,Point Cascade Pale Ale (2013),American Pale Ale (APA),0.054000000000000006
Stevens Point Brewery,regional,Stevens Point,Wisconsin,United States,131,Point Special,American Adjunct Lager,0.047
Stevens Point Brewery,regional,Stevens Point,Wisconsin,United States,131,Onyx Black Ale,American Black Ale,0.052000000000000005
Stevens Point Brewery,regional,Stevens Point,Wisconsin,United States,131,Beyond The Pale IPA,American IPA,0.063
Stevens Point Brewery,regional,Stevens Point,Wisconsin,United States,131,Point Special (2013),American Adjunct Lager,0.047
Stevens Point Brewery,regional,Stevens Point,Wisconsin,United States,131,Point Special (2012),American Adjunct Lager,0.047
Stevens Point Brewery,regional,Stevens Point,Wisconsin,United States,131,Point Special Lager,American Adjunct Lager,0.047
Stevens Point Brewery,regional,Stevens Point,Wisconsin,United States,131,St. Benedict's Winter Ale,Winter Warmer,0.062
Stevens Point Brewery,regional,Stevens Point,Wisconsin,United States,131,Point Oktoberfest,Märzen / Oktoberfest,0.057
Stevens Point Brewery,regional,Stevens Point,Wisconsin,United States,131,Point Nude Beach Summer Wheat,American Pale Wheat Ale,0.052000000000000005
Stevens Point Brewery,regional,Stevens Point,Wisconsin,United States,131,Point Nude Beach Summer Wheat,American Pale Wheat Ale,0.05
Stevens Point Brewery,regional,Stevens Point,Wisconsin,United States,131,Point Nude Beach Summer Wheat (2011),American Pale Wheat Ale,0.05
Stevens Point Brewery,regional,Stevens Point,Wisconsin,United States,131,Drop Dead Blonde,American Blonde Ale,0.035
Stevens Point Brewery,regional,Stevens Point,Wisconsin,United States,131,Three Kings Ale,Kölsch,0.049
Stevens Point Brewery,regional,Stevens Point,Wisconsin,United States,131,Point Oktoberfest,Märzen / Oktoberfest,0.057
Stevens Point Brewery,regional,Stevens Point,Wisconsin,United States,131,2012 Black Ale,American Brown Ale,0.054000000000000006
Stevens Point Brewery,regional,Stevens Point,Wisconsin,United States,131,Point Nude Beach Summer Wheat (2010),American Pale Wheat Ale,0.05
Stevens Point Brewery,regional,Stevens Point,Wisconsin,United States,131,Point Cascade Pale Ale,American Pale Ale (APA),0.054000000000000006
Stevens Point Brewery,regional,Stevens Point,Wisconsin,United States,131,Point Amber Classic,American Amber / Red Lager,0.047
Stevens Point Brewery,regional,Stevens Point,Wisconsin,United States,131,Point Special Lager,American Adjunct Lager,0.047
Stillwater Artisanal Ales,contract,Baltimore,Maryland,United States,255,Brontide,American Black Ale,0.05
Stillwater Artisanal Ales,contract,Baltimore,Maryland,United States,255,Brontide,American Black Ale,0.05
Stillwater Artisanal Ales,contract,Baltimore,Maryland,United States,255,Classique,Saison / Farmhouse Ale,0.045
Straight to Ale,micro,Huntsville,Alabama,United States,412,Sand Island Lighthouse,Kölsch,0.051
Straight to Ale,micro,Huntsville,Alabama,United States,412,Lily Flagg Milk Stout,Milk / Sweet Stout,0.05
Straight to Ale,micro,Huntsville,Alabama,United States,412,Monkeynaut IPA,American IPA,0.07200000000000001
Straub Brewery,regional,Saint Marys,Pennsylvania,United States,129,Straub Beer (Current),American Adjunct Lager,0.05
Straub Brewery,regional,Saint Marys,Pennsylvania,United States,129,American Lager,American Adjunct Lager,0.041
Straub Brewery,regional,Saint Marys,Pennsylvania,United States,129,American Amber,American Amber / Red Lager,0.041
Straub Brewery,regional,Saint Marys,Pennsylvania,United States,129,American Light,Light Lager,0.032
Surly Brewing Company,regional,Brooklyn Ctr,Minnesota,United States,61,Todd the Axe Man,American IPA,0.07200000000000001
Surly Brewing Company,regional,Brooklyn Ctr,Minnesota,United States,61,Doomtree,Extra Special / Strong Bitter (ESB),0.057
Surly Brewing Company,regional,Brooklyn Ctr,Minnesota,United States,61,BLAKKR,American Black Ale,0.099
Surly Brewing Company,regional,Brooklyn Ctr,Minnesota,United States,61,Overrated! West Coast Style IPA,American IPA,0.073
Surly Brewing Company,regional,Brooklyn Ctr,Minnesota,United States,61,WET,American IPA,0.075
Surly Brewing Company,regional,Brooklyn Ctr,Minnesota,United States,61,Bitter Brewer,English Bitter,0.04
Surly Brewing Company,regional,Brooklyn Ctr,Minnesota,United States,61,SurlyFest,Rye Beer,0.055
Surly Brewing Company,regional,Brooklyn Ctr,Minnesota,United States,61,Coffee Bender,American Brown Ale,0.051
Surly Brewing Company,regional,Brooklyn Ctr,Minnesota,United States,61,Bender,American Brown Ale,0.051
Surly Brewing Company,regional,Brooklyn Ctr,Minnesota,United States,61,Abrasive Ale,American Double / Imperial IPA,0.097
Surly Brewing Company,regional,Brooklyn Ctr,Minnesota,United States,61,Hell,Keller Bier / Zwickel Bier,0.051
Surly Brewing Company,regional,Brooklyn Ctr,Minnesota,United States,61,CynicAle,Saison / Farmhouse Ale,0.067
Surly Brewing Company,regional,Brooklyn Ctr,Minnesota,United States,61,Furious,American IPA,0.062
Surly Brewing Company,regional,Minneapolis,Minnesota,United States,61,Todd the Axe Man,American IPA,0.07200000000000001
Surly Brewing Company,regional,Minneapolis,Minnesota,United States,61,Doomtree,Extra Special / Strong Bitter (ESB),0.057
Surly Brewing Company,regional,Minneapolis,Minnesota,United States,61,BLAKKR,American Black Ale,0.099
Surly Brewing Company,regional,Minneapolis,Minnesota,United States,61,Overrated! West Coast Style IPA,American IPA,0.073
Surly Brewing Company,regional,Minneapolis,Minnesota,United States,61,WET,American IPA,0.075
Surly Brewing Company,regional,Minneapolis,Minnesota,United States,61,Bitter Brewer,English Bitter,0.04
Surly Brewing Company,regional,Minneapolis,Minnesota,United States,61,SurlyFest,Rye Beer,0.055
Surly Brewing Company,regional,Minneapolis,Minnesota,United States,61,Coffee Bender,American Brown Ale,0.051
Surly Brewing Company,regional,Minneapolis,Minnesota,United States,61,Bender,American Brown Ale,0.051
Surly Brewing Company,regional,Minneapolis,Minnesota,United States,61,Abrasive Ale,American Double / Imperial IPA,0.097
Surly Brewing Company,regional,Minneapolis,Minnesota,United States,61,Hell,Keller Bier / Zwickel Bier,0.051
Surly Brewing Company,regional,Minneapolis,Minnesota,United States,61,CynicAle,Saison / Farmhouse Ale,0.067
Surly Brewing Company,regional,Minneapolis,Minnesota,United States,61,Furious,American IPA,0.062
Swamp Head Brewery,micro,Gainesville,Florida,United States,447,Big Nose,American IPA,0.073
Swamp Head Brewery,micro,Gainesville,Florida,United States,447,Cotton Mouth,Witbier,0.05
Swamp Head Brewery,micro,Gainesville,Florida,United States,447,Stump Knocker Pale Ale,American Pale Ale (APA),0.056
Swamp Head Brewery,micro,Gainesville,Florida,United States,447,Midnight Oil,Oatmeal Stout,0.05
Swamp Head Brewery,micro,Gainesville,Florida,United States,447,Wild Night,Cream Ale,0.059
The Bronx Brewery,micro,Bronx,New York,United States,329,Bronx Summer Pale Ale,American Pale Ale (APA),0.052000000000000005
The Bronx Brewery,micro,Bronx,New York,United States,329,Bronx Black Pale Ale,American Black Ale,0.057
The Bronx Brewery,micro,Bronx,New York,United States,329,Bronx Pale Ale,American Pale Ale (APA),0.063
Third Street Brewhouse,regional,Cold Spring,Minnesota,United States,142,Hunny Do Wheat,American Pale Wheat Ale,0.048
Third Street Brewhouse,regional,Cold Spring,Minnesota,United States,142,Three Way Pale Ale,American Pale Ale (APA),0.052000000000000005
Third Street Brewhouse,regional,Cold Spring,Minnesota,United States,142,Rise to the Top,Cream Ale,0.041
Third Street Brewhouse,regional,Cold Spring,Minnesota,United States,142,Lost Trout Brown Ale,American Brown Ale,0.049
Three Notch'd Brewing Company,micro,Charlottesville,Virginia,United States,273,Hydraulion Red,Irish Red Ale,0.053
Three Notch'd Brewing Company,micro,Charlottesville,Virginia,United States,273,40 Mile IPA,American IPA,0.06
Tin Man Brewing Company,micro,Evansville,Indiana,United States,17,Cafe Leche,American Porter,0.058
Tin Man Brewing Company,micro,Evansville,Indiana,United States,17,Damascene Apricot Sour,Fruit / Vegetable Beer,0.052000000000000005
Tin Man Brewing Company,micro,Evansville,Indiana,United States,17,Csar,Russian Imperial Stout,0.12
Tin Man Brewing Company,micro,Evansville,Indiana,United States,17,Klingon Warnog Roggen Dunkel,Roggenbier,0.055
Tin Man Brewing Company,micro,Evansville,Indiana,United States,17,Overlord Imperial IPA,American Double / Imperial IPA,0.085
Tin Man Brewing Company,micro,Evansville,Indiana,United States,17,Alloy,American IPA,0.058
Tin Man Brewing Company,micro,Evansville,Indiana,United States,17,Rivet Irish Red Ale,Irish Red Ale,0.051
Tin Man Brewing Company,micro,Evansville,Indiana,United States,17,3 Gear Robust Porter,American Porter,0.052000000000000005
Tin Man Brewing Company,micro,Evansville,Indiana,United States,17,Circuit Bohemian Pilsner,Czech Pilsener,0.045
Two Henrys Brewing Company,micro,Plant City,Florida,United States,243,The Gilded Age,Munich Helles Lager,0.045
Uncommon Brewers,micro,Santa Cruz,California,United States,522,Scotty K NA,Low Alcohol Beer,0.001
Uncommon Brewers,micro,Santa Cruz,California,United States,522,Bacon Brown Ale,American Brown Ale,0.068
Uncommon Brewers,micro,Santa Cruz,California,United States,522,Golden State Ale,Belgian Pale Ale,0.064
Uncommon Brewers,micro,Santa Cruz,California,United States,522,Baltic Porter,Baltic Porter,0.078
Uncommon Brewers,micro,Santa Cruz,California,United States,522,Siamese twin,Dubbel,0.085
Union Craft Brewing,micro,Baltimore,Maryland,United States,71,Double Duckpin,American Double / Imperial IPA,0.085
Union Craft Brewing,micro,Baltimore,Maryland,United States,71,Old Pro,Gose,0.042
Union Craft Brewing,micro,Baltimore,Maryland,United States,71,Duckpin Pale Ale,American Pale Ale (APA),0.055
Union Craft Brewing,micro,Baltimore,Maryland,United States,71,Balt Altbier,Altbier,0.06
Utah Brewers Cooperative,regional,Salt Lake City,Utah,United States,302,Squatters Full Suspension Pale Ale,American Pale Ale (APA),0.04
Utah Brewers Cooperative,regional,Salt Lake City,Utah,United States,302,Squatters Hop Rising Double IPA,American Double / Imperial IPA,0.09
Utah Brewers Cooperative,regional,Salt Lake City,Utah,United States,302,Devastator Double Bock,Doppelbock,0.08
Utah Brewers Cooperative,regional,Salt Lake City,Utah,United States,302,Wasatch Ghostrider White IPA,American White IPA,0.06
Utah Brewers Cooperative,regional,Salt Lake City,Utah,United States,302,Wasatch Ghostrider White IPA (2014),American White IPA,0.06
Utah Brewers Cooperative,regional,Salt Lake City,Utah,United States,302,Wasatch Apricot Hefeweizen,Fruit / Vegetable Beer,0.04
Utah Brewers Cooperative,regional,Salt Lake City,Utah,United States,302,Squatters Hop Rising Double IPA (2014),American Double / Imperial IPA,0.09
Utah Brewers Cooperative,regional,Salt Lake City,Utah,United States,302,Squatters Full Suspension Pale Ale,American Pale Ale (APA),0.04
White Birch Brewing,micro,Hooksett,New Hampshire,United States,47,Raspberry Berliner Weisse,Berliner Weissbier,0.055
White Birch Brewing,micro,Hooksett,New Hampshire,United States,47,Hop Session,American IPA,0.05
White Birch Brewing,micro,Hooksett,New Hampshire,United States,47,Blueberry Berliner Weisse,Berliner Weissbier,0.055
White Birch Brewing,micro,Hooksett,New Hampshire,United States,47,Berliner Weisse,Berliner Weissbier,0.055
Wingman Brewers,micro,Tacoma,Washington,United States,509,Ace IPA,American IPA,0.07400000000000001
Wingman Brewers,micro,Tacoma,Washington,United States,509,P-51 Porter,American Porter,0.08
Wormtown Brewery,micro,Worcester,Massachusetts,United States,339,Be Hoppy IPA,American IPA,0.065
Worthy Brewing Company,micro,Bend,Oregon,United States,199,Worthy IPA,American IPA,0.069
Worthy Brewing Company,micro,Bend,Oregon,United States,199,Easy Day Kolsch,Kölsch,0.045
Worthy Brewing Company,micro,Bend,Oregon,United States,199,Lights Out Vanilla Cream Extra Stout,American Double / Imperial IPA,0.077
Worthy Brewing Company,micro,Bend,Oregon,United States,199,Worthy IPA (2013),American IPA,0.069
Worthy Brewing Company,micro,Bend,Oregon,United States,199,Worthy Pale,American Pale Ale (APA),0.06
